userid,age,sex,consume,user_star
1AB84CFBE96CD7B3CBE86BC665156E09,33,1,132.4,4
2E9CD72B7770D7B9E184D0329243E814,60,1,12.05,0
519865CCB85229B69CEF6FEE7BB02E39,-1,-1,-1,-1
85ECF53A2B323D16A5AC7A8BE48B2160,-1,-1,-1,-1
DEF6131CB0B0D326B59C454587C6444D,51,0,30,1
EE1B8FB2F75A2F6E3785ADCAC985620F,34,1,89.1,2
079927D9DC09ACA23D2A37C68769F7BE,-1,-1,-1,-1
809D05FD49D1496240F52B2795A2E75D,-1,-1,-1,-1
EB30727F1A2834513476FF461883E3FC,-1,-1,-1,-1
13B29BB2A47BBD35A1518E597E2CB72D,46,1,80,2
6E00F1DC9AFA9E18E6F5A8F727A52865,44,0,128.16,5
963539EB2399D2089A13E5A616862F80,77,1,1,1
D030F40ABC913D4DFC57D980942BD762,38,0,88,3
F481CA2BA2781C5415EBEE111D1C3305,23,1,39,0
184A56DC5F29BE11417098EF8827F5F0,45,1,9,4
230410DDAF6656A664A7751D09E1FF06,-1,-1,-1,-1
B98337B19D83ADC2F9DD95DFDD18CB72,-1,-1,-1,-1
CFD53FEFD4F55D741752F0E8D1E8EC6A,74,0,29,1
152E27EB6797EF1B3207BD0EA8F7F98C,-1,-1,-1,-1
A814925C9281B246D7800D75767724EF,46,1,18,1
D598EFA87A809670B0A96E86CE1CA6E8,59,0,271.7,6
D078378E3FBABCFD2814CB0FD478AB6A,55,0,28.09,1
4A565D0E501ACF66B7E150EBA0F1D32B,63,0,33,1
4FCB0655E2CEB418162B7A803EBC565D,-1,-1,-1,-1
FF47DD6837234E1F163C245A0B5FD0C6,30,1,141.4,4
B13D00615664794C1656D865AE19C172,-1,-1,-1,-1
17A4DDD6EEEE2D3FE1F76859A7D9CD10,32,0,56.32,2
9202CC3D15E082D485CA717582135A8D,31,0,163.71,5
CD4C43172E0C23B42160E0800A544452,48,0,1.5,1
FEA5E4EDD61D535F8E849BF7A5C2AC08,-1,-1,-1,-1
2A33047923C50C71CAD5811ABD219D2C,20,0,-1,-1
440DE97112BA3A450EC18E218C6A4239,23,1,73,2
96502A48A2E6FC0C43E79A7F6E3B8564,25,0,48.4,2
C7C1C9504DA1FD482F5F20271ACE39E4,68,0,19.57,1
62E49725F0DC3E991E67EA5AAA349110,57,0,45,1
B1D4A5AEEADC4DE03E361077A3E1A6A6,57,0,129.09,5
C356791B689B4A8CD8E689C6F8851AE7,65,0,21.25,1
E1AD532AFD5890103BCF102C7269CDFC,-1,-1,-1,-1
A563D8ECF0D929E5631582C267A46142,42,1,120.9,4
BD0BB65D15939DE720677A0E17DE7379,28,0,116.5,2
1E1C049166013F0C1F981F623A6F3618,20,0,70,2
ABBBC3733D4E7A648D9DBD338A8F9259,58,1,8.1,1
C5F0B2DE2B58E491B2FDCBB26E9C4AD5,38,1,12.1,1
DF1FE2332B487ED2F8F1A7A68C3AB3A6,69,0,29.4,2
3159B0C1522644EF94DCBDD4FB136557,70,1,17.65,1
62A4A889B432BE50D8153F5C479F99E5,-1,-1,-1,-1
69389DC61F17552EF1CC599EF1D2D8B1,-1,-1,-1,-1
A8A853B4C4AD6183626C14357D6F4AF5,-1,-1,-1,-1
993039D8B65EA70DF8E42F94A866E083,35,0,41.2,2
A8D0F0ED8ACB301252B71A3D442453FE,54,1,21.95,1
B9AD7100E2A3C249DA594356ABA94C5B,33,1,76.98,4
E70BC9C574EE928C09C22DF5A7A67BC6,59,1,58,1
F44C7B6418C9D1705092F3F2641BE730,39,1,18.57,1
FC507BCBBC342908137C513367ACED44,-1,-1,-1,-1
02167412DC470599DB48FA64ED143B77,50,1,24.7,1
06217C724A41B9E8AB36038AEFC18C03,34,1,213.9,4
B1ED46D138CD0ABEB21F6F61587E2B4A,58,0,110.9,0
04F035766BA8C800FB260908006C1B73,38,0,29,1
43154F941F1160C9825ECCABEFF3670E,35,1,1,1
560F7C37916B77766412CAECECAAC535,41,0,18.38,1
81D5DA9EDC9076A2BBAF36DFDF4F2B1D,-1,-1,-1,-1
C2292582543819120545AAB330D2631B,-1,-1,-1,-1
F0F755F6216417FE8195C7A138A67049,54,1,8.3,2
36DDC402A24685031B70F0223A5B321F,28,0,151,2
3BF184CAF26E8F5C1EAF6FB171D5A469,29,0,40.1,1
6E0D7A57A4076F4A6688EA0ECA830FDA,24,1,89.05,2
D4020AA2B2A9A80C2A57D01EC9617FAC,60,0,67.42,2
00E8CE102BAA8CC6F06FE2C926C1B012,66,1,84.98,2
034E16F79125DC1DEAB2C99FB7528D26,20,1,8.1,1
07AFE66BC37BD6F7A729CDD1474D4DFD,23,1,58.33,0
1FB7479D43D0D53369E73008C49487CD,31,1,30.1,1
337F528F1E33D5D8F57D36D3277A9185,36,1,37.25,0
37A267E050DCE72F45C5228A1684FB7B,54,0,12,1
44CC8DF4E8E759331B69EDEB67A83F8F,-1,-1,-1,-1
5479B57015975D4B9E1B7ED67656A43F,47,0,97.5,2
789F9AD7C388B200609BD45DBC38B433,42,0,97.03,3
C9DCD64022DF78EB8BA9B9AB034E5F19,40,1,0,1
DD3835AE9CEF7A5007707824F4D0AAFE,55,1,89,2
ED84B2A4BD435200DB051FBD0A0C6E4E,36,0,12,1
FAAFFD59F16C7A215F1508E48DA496F7,-1,-1,-1,-1
3CC9C9493F066783DF0C9C6E8E1B2651,-1,-1,-1,-1
451FB8FF3CE388909C4CE4BED3C7A2B3,54,0,30,1
7CDC1645F81F1A098DDEE23CA6A54649,-1,-1,-1,-1
EB8AB22F4AF264F27576C11D4360E868,34,1,150.45,4
4532FF0023F5B58DA9E0C97F761C1AA8,29,1,79.73,2
B92F46D96FF853D1FC7F244632B50667,25,1,8,1
1049368472463CF406B49BB45B28AEC3,24,0,14.7,2
D1CE748AB5D03518F3E69DBF8E502D21,45,1,21,1
D9073D0B6AA2BF3DF99320687A171754,50,0,1,1
F5BBAAFE9140F0E8455B4F01B3362C25,70,0,20.75,1
077227217726D6FA2E55F182B9C225CB,43,0,204.5,6
A70E7D93BF422D9F38E2608A6311D6C5,61,1,0,1
BD7E978746737361EEC1D099F3970F8B,30,1,177,2
3C4B470B4939175B09A3A00F15151071,75,0,61.5,2
69C8F6CFEA9B5F86972E3768EE4BA135,34,0,19,1
85A22D4639AF275F803B8A9CDD268D18,-1,-1,-1,-1
F555E79A4E8AFD309B0D8230D76F4931,56,1,35.15,1
0A1C56680AD13CD2242EBB3CACB9CFA3,53,0,26.84,1
5065B09B586B5EB4084C7722303DF685,49,0,128.27,3
666B4A27AA08B423D007BCE7818BE0CA,65,1,109,2
19FD5B8EAA224E05E9EBB9022D6F0736,48,0,32.2,1
47C5136FBEE5E4F041F19A9D00D093C0,29,1,83.4,2
E0B401B924C1C407688D1018091ACAD3,-1,-1,-1,-1
5B07B5085BD38F1F5D311234A8160CB3,24,1,43.9,1
C5304B5E06955105366355969BBBB0E0,19,0,42.75,0
1D5B560CFDFCA1AB203B1B347EEB1AC0,52,0,19.48,1
202C566A9ADD4A6D9350B60EA615326E,-1,-1,-1,-1
7004774C89F5C26C04B1CADEC2DBF5B5,-1,-1,-1,-1
76718215A70730BFB7965DB45568EFD4,36,1,185.1,5
7A4E1DB8B02E2AB3E1901F1EB371AED6,65,0,186.99,4
B3A44050E3C546A504CB8BEE3193D81A,-1,-1,-1,-1
CF294BBC90B4C35CECF6E7777F3789F7,67,0,324.6,6
ECD6857D75D869768958F9A7A516E8BC,48,0,188.71,5
F52EB8791B5D66936D3FE902F2E38C2B,39,0,141.11,3
2E93837A32894EF3D6F46655C55862B8,-1,-1,-1,-1
8D4B38E84EE1B08277C2211944DA9DD5,-1,-1,-1,-1
968587043311483F3A170D138284A1E4,20,1,28.6,2
00A17E302C369A6C335D941C4E9AF7E3,49,0,44.22,1
054273A357C272CF6D3B27DB01879E5D,57,1,221.82,4
75E5E11FCBA853742BB5B34A0262FBB7,47,1,1,1
76ADA372F80B23F6318ECBD404B0B390,50,0,131.68,4
D42E7097977533F8B3033EB3722C050A,40,0,1,1
3516A44CE8D180C3171F11016E63D35A,-1,-1,-1,-1
73408575B9EDCD63FD23B769FC19A771,-1,-1,-1,-1
B169DCAB49BF79E5A5D8DEAAFDE1B86E,28,0,23.18,1
D3DEE5E1062735DF7F29CC26CFCDC136,25,1,55.3,1
E300B93DF031B9AD185B126A0E2E60A7,77,0,18,1
03023F6ED36AC7FB8B3A581C418E8F80,54,0,0,1
2733AAD4920550A533085CE08A7A4B84,34,1,9,1
28EFAB0BF25A2277DB972CFEB7EE6540,-1,-1,-1,-1
54DE0A82212F39F1824CDCBC5B47965C,51,0,20.25,0
D0C21339B43B4A5D17EB5CB3FBB2DC78,45,0,189.6,5
D10AA54C981AA77D3016656EEDB2C2B6,-1,-1,-1,-1
DC8C4D1CC40F1FA901F5D3E15FE53646,34,0,272.9,6
0394687F4568A7EECB25934C34EC7D14,55,0,28,1
197AB38CCE5E7731D04CF1B3CBC2DFCA,30,1,0,1
9C674E94621FC677210C536A27F885DB,-1,-1,-1,-1
FCD879B59AACFFC9C3E3511A3D916645,44,0,117.69,4
16C038657253E7FDC639E18C13C73252,40,0,165,3
370B63F122C323B6EE7F1992BF08E7A3,37,1,29.42,1
9E11CF76158E65531766394E3E2613B9,36,0,30.73,1
C675AFB41178B2742B9DEFC599834EAD,-1,-1,-1,-1
F9007F85198D475A4C05DA768EC362C1,-1,-1,-1,-1
AFF1666BD85A7CF4F6E9E5A7112D1F49,-1,-1,-1,-1
BBA9ABA0A07AB64EA78509AA3D569B53,41,1,8,1
0BCE66DD8F232F37C7ED0A01050372D6,48,1,125.8,1
805C2FC2035C0F931297E8D58C87781F,-1,-1,-1,-1
B165F603C757B8956499D0002422937E,45,1,23,1
C2028730A8978477DD07364B8C580DA5,55,1,-1,-1
D194138DD3661A253D82BE5EB5FAD531,29,0,92,1
7E58026BEFCB5CBFC98E05E57417E712,23,1,56.92,1
897AFFB6EA9669EFB39F58B68A6F00D3,59,0,32.7,1
A6E69396078A9C35C8346340FE9D699D,-1,-1,-1,-1
D30922D7C8F9DE43FCE2ED744A4C8B6C,-1,-1,-1,-1
270F6AE559F77DB2F197850A0901B3D9,70,1,30,2
8ED0A408091047D10C85E3F03819AAAA,43,1,0,1
099B35B4ABCD7C111B2E48EF234C8ECF,60,0,160.6,2
6E18E6C299E7546B774B8EFA58158D22,36,0,123.98,4
853A8865459F9F165453DB9FA26A981E,36,1,50,1
4FF14554B9A8A7B62AE322BBFBD195FE,-1,-1,-1,-1
804D7102FAB2F53ACB63ABB8D1D5BC34,27,0,11,1
B704D1B82E789A420A8134B7E35D2C27,-1,-1,-1,-1
E0D04C242022B97F96B742C05B58282C,32,0,18,1
35ABEB84631741BD1013CFD10E9ED389,69,0,195,2
BCF4DAE4D18E412F4E4B8B853C907615,28,0,143.97,4
D3D91E7B9D81D222ADAC9812A8352139,-1,-1,-1,-1
0B2BBF65A895B834889D775FA7FBA827,-1,-1,-1,-1
500E41821197D31CC8250E866FD9312B,57,1,17,2
6AB9320820FA3F9004BE88C2A2D0B525,-1,-1,-1,-1
88AE530008D148844227EBC88D59090C,33,0,8,1
907DDF41813187473DC5EE675ECEAFC1,37,1,101.5,3
45BE12D548CF824B886FDBFDBB05E742,27,1,73.6,2
E116E95D6ED3C3F4FC64E77D7A9CE191,33,0,60.04,1
E223C670E5F8F4396DE620E34DF000FF,-1,-1,-1,-1
2A5E275E19681EFB0EC80C9DF7CB3309,52,0,10,1
5D299E7BD29F6DF0A5C5BF8B2A453899,55,1,157.78,4
CDA6D0CF599F35A8F1049B09A15E0269,70,0,27.46,1
2360CDC42F6ABF5A28BE7AEED8FB7E5D,-1,-1,-1,-1
FE9FD65744B9C98CB989B67942A3CE0A,-1,-1,-1,-1
2EA3D8D7AE4D2787F1B8B04B7CA9EAD0,33,0,8,1
436FC07685862FDBF3292F88F7691A09,-1,-1,-1,-1
6DF37E5735607A4DBE4C189D25B8EC0C,47,0,24,1
8ACED35AF18DC787FADE05D91153461A,-1,-1,-1,-1
E003D762EACBD476A2717C2D27C23749,24,1,8.2,1
570E6B49008DF02FA8E69146E3110AD7,24,1,141,3
868A00661F1945D20C37E6B886B24E50,55,1,10,1
8E2BE2CB9B64180E46694E8DF8A170BE,33,1,-1,-1
A2BE7EFF8F4339FFA296513354576B3A,54,0,20.09,1
C147C4DC4502E3C54E4945DF9B285458,-1,-1,-1,-1
359578ACEEE4FF0F81CFF7C691A6B442,26,0,70.4,3
8C30E5FD6B3CAACD81078F7A1B3ADF26,37,1,-1,-1
125E9A05523476F85B3A64C6700D97FF,40,1,54.11,2
4BA8901313D3130DB82B409F14B6E2BC,52,0,2,0
C4CC42275D97CE612C8547459BDB01EA,56,1,161,4
FD5D6BB6F9BB40525E16CA221891BB19,38,0,240.78,4
0F376F71452B7DAF7449A0FE183C9095,57,0,26.12,0
26A368151AA5C5D59FDAD4FE49906170,55,1,51.46,2
61817F9931611E17B0B3FBE641C66EC5,49,0,87.1,2
62DDE06781964A6934CD1A622DD2F268,-1,-1,-1,-1
69FD0011DC5670EA5D5A4E475146F2E7,58,0,201,4
76D066B5F28096931636CB403369EDFE,44,0,4.1,1
880A990C1E4F833395DFC26634434755,69,0,12.6,1
A571823C8E6093FD5F2FC8CC3C7658C9,-1,-1,-1,-1
B177D83963F268ABB27750750E6B8CBB,-1,-1,-1,-1
22E651DA896F4A4282B51B4930CB962B,31,0,8,1
3B710525FBE5FFFC148ED856BA67A258,-1,-1,-1,-1
70B0BDB2972B62E1A40474E2B49717FB,25,0,14.7,0
88474F1FB0762289D6502C2BA32870A7,42,0,39,1
8C6743626461E5699203F34BB8FA4A70,31,0,0,1
B004652E1B022B9371CB3587FCAC9968,50,1,81,1
D5132FAB2967E377AA9FC194FCB7A664,44,0,-1,-1
D73FC9130B83A720D587C4076A5556DB,-1,-1,-1,-1
1B92372CA1AF8D3B123068ABFF5D0CAF,67,0,10.4,1
6D0098C528D3F02C4B0A8E3707840CD9,41,0,26.4,1
70CF9942136B23FED128EED22E4A5C28,30,0,50,2
EEDC80CD4D1F0993C05971C33990BDEC,47,1,30,1
387FEA844A44D6C1AB2726D8C58D3467,28,1,98,2
02CF09F85F0F1C4FAFFA34850F46F655,40,0,10,0
AEF604D8213EEF29EE266955A5E95D5F,28,0,8.01,1
CAA2566D4C3F5974CB8727C3E62326CB,46,1,8.1,1
65316F20298E9D96F86E13DB620966BF,28,1,74,2
9407CC3BC07E0C4736FAD4A89B7378C1,42,0,181,2
B7455DB01472DE3425543832B77C2FD4,-1,-1,-1,-1
B92B31732E96D9C8956F1719BFA96CD3,21,0,60.1,1
B9899707E8CC990670AAEF5DC6D99581,33,0,212.2,4
C01EA76E10E55C2BB7FAA18F6D65C9EA,30,0,0,1
F8F16E7DB7A4511C21553B7B07C948F5,71,0,92.1,0
25363E16C76CB32A9D7BCC18E285A901,56,0,126,2
2C9AE76ADBCE03DAB1410C351A74BED7,67,0,-1,-1
366889CCBF81092DA3023F232701510B,39,1,4,2
9CA7319E6EBDDFA389F8B151BBC6F8AA,76,0,8,1
C47D0107CEBFEA460B762651B0C2A89E,-1,-1,-1,-1
D08EF4332E7A6830F2EB26316EBCC188,59,0,117.9,3
FD29635FDBF1B0C7211D9173EFD9AC36,32,0,313.6,7
35D4A3DFA9830973D7EB7DD79997FF8D,53,1,55,1
36A94AC0118E9BB3E639B2215CA562DF,34,0,144.3,6
783C1414E12072D4DD6D596DD3993464,38,1,23.38,1
9C6B5625F0E0877777334BA6A582D6B8,64,0,56.58,2
BA08F95B1E27BDA9EA1D2B555D82A00F,65,0,8,1
44EDB4317DCCECBAF15126CB44846D3D,35,0,29.3,2
703B9D98CE9CEE38948D3DAF41F7A2F1,29,0,0,1
8806BD7BEA70CCC7F491BB091D29B856,47,0,10.46,1
5623B9F56993579FFAC5B59A0F00314C,-1,-1,-1,-1
5BFAAB6A173C09532D7AAD2CC6906E66,53,0,27.42,2
672EF12323E972D6227A1B90C67C24BA,43,1,53.9,-1
BCE00032AD03D8970BBC0A85943F95E4,37,0,29.25,1
F44E8F141DA4748F4FB20639A333CF14,41,1,2,1
61576BC8C3382095815104F2C50FE240,47,1,33.5,1
EBD0E2D22E33E38F4E682326C715E278,35,0,20.24,1
4126A776D77243E1FE160A446074EEF3,53,0,238.3,5
4A48B4FB5DCC0599E911C6FD6A6BAC9E,18,0,2.2,1
7D4FA79E26D1E9E3FC49FBD0496ED0B3,58,1,18,1
8471127D70FEC3BA3E1DCF0C1AD47221,56,0,2.52,1
B5FCC32C295DAEFFF5BE08CA17FE499E,42,1,114.15,2
D4CE0FBD87A7703D5AEE7CEDE05EBB57,26,0,100,3
05A1AEF1337D5B6940166A2136DAA76F,58,0,31.49,1
19916A13F030D8F0D0C032D550E1B65A,27,1,9,1
4C62EC13F6D928018FEBF99B2A6A3975,62,0,1,1
8B6F053D992E14C22BA965706B11AE1E,54,1,-1,-1
311A051C4E740D29DBBECC5A0C6DE15A,-1,-1,-1,-1
6C2C30F7B11D5293603AA5624772BDE8,31,0,210.1,5
D62E45A6932098661DA17679CF82C2D0,30,0,8.01,-1
EDA35F45CBDE6B2D3F8661A857C6D2BC,-1,-1,-1,-1
F7AF27017F602A89AEC37690E0CC0901,38,1,-1,-1
508C3B859F7B4C32617744F18C58DC44,54,0,69.33,2
5854972260C34FAD5C57E089828F37EA,41,1,199.1,5
946DE42296A8779FA2403012CDB5B4EB,43,0,98.84,3
CD831FB412DB2B5E69111E8069C548D5,-1,-1,-1,-1
D88B8313BCD3920C22546E3A07D1C5B2,-1,-1,-1,-1
E5B7C3DC5EAA87416BB80A8763F447E1,-1,-1,-1,-1
EAA94481328BF5FE7B8BE11C98A75708,40,1,20.85,1
0038594EB2BBBFB1F381BB27F5F80646,42,1,143.23,4
7B2080252AF7B10250387255E7639F9E,57,1,20.47,1
A17768C20678F6E56F688748D9680B57,23,1,58.8,0
AF7F1D30FFEEDCE0D25CE8D2FD3CDE17,48,1,64.74,1
B49453FCACE7AA7EB2CA1ACAAACCB800,37,0,38,1
B5481E6BB8CA84F81F1A23617FBF863E,34,0,59.25,2
738B71EC8387356814CD6E1A235DA3E4,-1,-1,-1,-1
7E80E06AD890E17F72F05120FA1DE6FE,37,1,37,1
92F15DBF718D1332BDCD622C855AD67C,-1,-1,-1,-1
954140E83DFE2DC1E49DFE7A77D294A4,21,0,63.99,0
F18FF8A4121F3C24A6458AF7331D84D1,52,0,219.9,4
ECBBB7D26EA78DEEC737121A3D915C8A,27,0,28.1,1
53329D3B9F613DA460F0311F2F1E86E9,49,0,182.04,2
9CBD2F9E5440CDA22ADEA28C7D7BF88A,-1,-1,-1,-1
9D6C431F3BE5743E32D5273E1B85E570,33,0,70,2
A08E26500807C0E096A4996CB8EF67EC,28,0,113.87,2
1B91A9DA81AF35EF5A507C0A19479DDC,27,0,24.1,1
80DFF2D31E755CBBB693A9FD6502F0E2,-1,-1,-1,-1
BA201D314C95FA77BACBA4EBA8CFA194,60,1,0,1
28CA69728CD72A199D317FD486DA757A,39,1,16.75,1
20C7EE7E9F9640CBC6CF064AE324E3E6,26,0,84.89,3
39D3AE9B9DFE57EA05F87AB054EA36D4,35,0,160,4
491CA7A527928B1CCA5AD34724DAE67D,-1,-1,-1,-1
77CCEFF7E946834F40D4DA1D7724EAC0,68,0,9,1
8DBB86A5785D132CF2BCA231F6C03DD0,50,1,16,1
97F201EFD23AAE995CF51A0C99A08901,58,0,-1,-1
B1C5B21C4EA662DF80BC568CB7905B71,36,0,95,3
916B172C3D4AFBE229E31F29805959B0,52,1,18.1,1
ADB40432F55DAFF7011AADA04B1545BD,50,1,10,1
B51D36ADE18CD29276FFA76A997F742E,25,0,23,4
F7074BFAD808F02B0E821AC9318D7A13,33,1,96.4,3
398254B469ED9889CB4A01EFEF948E90,51,0,141,4
5019EED43C94F690592A65D1B43FB69D,-1,-1,-1,-1
1BA0A3B9264B1AA9836B8E3ACDF43A2E,53,1,46.31,1
598CEFE4F2D76B1D05D7F54BDA535DED,44,0,139.61,4
8051A7EF078762C19AC7F781C249C468,34,1,247.99,5
019C9CAB7F572AA51E668E664566ADFA,25,1,246,3
4FDCAB2551AEC1E9F79A88A95758AFF6,42,1,89,3
7EADA4903DB11FA46E401A00E4E309B9,50,0,2,1
8B71DF651B282E37396B38F50EEF6984,31,1,201.19,4
C7D7DC25E472753494D7C32D8425B051,33,1,157.2,4
DA86067A2A924E6086AF414598D1EC46,38,1,49.17,1
E7B009E57F51EA98AA5BE06F7F0EEC87,61,0,20,1
2011F3DC863F6CF4CDE949319DB9F7BD,40,0,15.01,1
6CA3FDC3E87A4E2E5C00B1C64403CE2A,49,1,40,1
92794332AD0EFC2C8622A1530C47767D,60,1,89,3
3663151D2B3B16A3E1FB61373ED5D2FE,32,1,43.37,2
6E884BF14363C5E6373B02A3EE740A3F,-1,-1,-1,-1
9D34D494F686DB2A39C017EA70808CF2,27,0,53.25,1
9C189C4F7017274298A229F8719EE750,43,1,27.58,2
D43D254BD01B4E2CDCD5187ADBD24D68,48,0,139.1,4
1AC8C2A6AC3BFE3DC700514FBDA23A00,-1,-1,-1,-1
50A9169873CCBC099388B5F6C3CA7C18,46,0,149.05,4
B680AF9B9F8361A172F2EE86770709AB,-1,-1,-1,-1
B72C0A249FD5FE211FB26199699D958D,41,0,10,0
FD0412125274359757220A0CD832D1D3,53,0,188,3
35BC176711573858847B96A7B531587C,52,0,15,1
9B1F0840E32FC2B53E6D4F8AEAB98CD3,27,1,53.2,1
AFB3108458A2B5C9AFDA94FA072DEE99,50,0,1,1
BD7BCFC8F90C3CCCCB566940E33969CB,23,1,-1,-1
F9739845F0F8D1CD58EFD90A7CA56AB4,56,0,108.1,3
0B9B48124FB53563BDDBF9B4E092E92F,-1,-1,-1,-1
195CCA48E681C8B42DEF22966D921B91,36,0,95.9,5
97F595BDEED7C6F339D221DF337518B5,58,1,77.56,2
9CC00777A4DBD6541ECA560216ACD04D,44,1,14.69,2
D9F6D7741BBBCA97125A64E977F7A740,32,0,28,1
1ED0DED580A648080BC931C0D6831473,27,1,20.52,3
5AF48EA96650AC88826C81317F217A87,-1,-1,-1,-1
95CF2B269590050154C67B68ACE11A89,37,0,138,4
72727C6636B9AFA4F9E185262BAC48D1,42,1,11,2
E6DF057C622BD6DC968DF8E8276728D5,44,1,0,1
23D321F9B43DD608A4FBBCA6721E6E54,-1,-1,-1,-1
5BD1F57DEBB1E41D3877C63881E63531,52,0,10,1
8A3568F3D2233E7FC00C5AEA7F78436A,34,0,151.4,4
F3E0ACAF2EB7E6CF0272DB5E8BE9B88E,-1,-1,-1,-1
618F6FF94A5B15C582F07F364156CF4B,33,1,5,1
8B9477B8317867376F96B66D19BDEACF,55,0,1,1
B61CE770B99E6C6FD2A5A08C392EF994,29,0,2,1
E53E8FA6F7482E3D0E17011776B68615,-1,-1,-1,-1
EA578B726122689C620E4700128EC98C,26,1,8,1
29AB1EAC5A1F16ED273342E13FFBA914,62,1,23.94,2
945EC9EB2DF727D2B23C767A42C97AF3,46,1,39.86,3
9D1DECC7F2404B58AC1928FFF2613A44,20,1,129,2
A5AA2FF61685F45245897E1728A86E75,-1,-1,-1,-1
B5DABCD6258C43820CFBDE915BF313DE,59,1,122.33,3
23A693E7C02291C261BBED1889EA6963,32,0,81.1,2
4B286C55A75D089956F94CF4EFC1FCC0,25,1,57,1
C28B521D195FCEC9CABC684038E242A0,-1,-1,-1,-1
2A9FDB9C33D56504C919BC8FDADE912A,26,1,24.5,1
52907DB2F408A031335459AAFE59DC1D,-1,-1,-1,-1
DB2F08BE7D1E074F0291CEF58F268139,-1,-1,-1,-1
7F0CDBDE4EC4AF48E377DFBF415A1040,52,1,14,0
ACD1009309DCE504BBD495C7E2770363,-1,-1,-1,-1
F9035FCA420F7214444A6225533BCCDC,50,0,92.9,1
6C4F61F69A360E1D2739C10E1098EB1F,38,1,60,1
9DECD7030453F86F80DBF828F2EA23EA,24,0,90,2
54385442CB2351F2E08D85A635CABFB3,37,0,208,4
CF621D17892A06E9A8688D72CF0D893F,48,0,108,2
D9F3B34E19A5EDC5244E8C1FC48D0B44,48,1,108,3
07D9428133311EC09E2C8BD4E085FCF6,-1,-1,-1,-1
E3ABF00FA42CD55D44DD48ED12C25D5F,-1,-1,-1,-1
E878E21348A81643F66D47FAB1079087,48,0,80,2
EB495CD308B5C7292F826DCCB951038D,46,1,8,1
13E4FBB602F6FA1F31CEC271D3D3FF6B,-1,-1,-1,-1
ABADA66EB63E7FDBF1F34B211BA302A3,64,1,147,4
B2630947013DF26AC56031C12B97FE40,71,0,39.5,1
1BB6172BB22367ABC2FE01EC1490B1D0,21,0,39,0
01C707CC9A3871C6A01B30404B46E1F3,-1,-1,-1,-1
69D54A728EC7E58C094A64BA9185AC10,-1,-1,-1,-1
922EC4B5529F0ED4B44C213F52D8D599,63,0,10.75,2
B8852136C01F1D0094C97E796F653BE0,65,0,8,1
08A0DD4851C47A883F3AB7759636580E,-1,-1,-1,-1
6585E15A1BFDA65943417967FA1579DC,44,0,159.1,4
75330FED1E31177D131CEF69150103A3,46,1,21.61,1
92382A83EFE5BDF33455092FEEDBA7B2,53,0,45.26,2
AB6B88462B1FC60EE753546A50443AEB,56,0,94.61,3
E4CEB3A6DD398F6F2E3A4295C2AC3F9D,44,1,1,1
E51F6A45AF283A8057C51493AEE29CFC,48,1,10,1
EDCDCDC2151D2B5D3716AA1F6C095707,36,1,21,1
66A098CA2F66CA8113D20C8006538095,22,1,-1,-1
B87050C693237F9AFA4169676E51A735,-1,-1,-1,-1
E706E6CF6F61964FCD97BF334801442B,66,0,38,1
7316FBBC6C584946C39C0E0A03084C57,48,0,228,6
F15EE3A72AEF6806729165EAD702BAEF,58,1,-1,-1
8134DAB4276CF81473D074260F29839C,53,0,9,1
A1266C05E08A53102F41CC0B51025E23,27,1,51.64,1
CD8D0024A601F4A5C938B0F09F60B76C,31,1,167.51,4
F8CA584A72F7EE636F79192A83EB5535,20,1,0,2
05F4A3CA69428BD2FE809F10BCC0921C,49,0,68.25,2
7BF90A4FB68D8595E141310E78919313,32,1,8.2,1
1F0E20DEFA0D7365A74B0D5836BAAE9F,58,0,115.75,6
5C5D46A688EF6AF252B7D5A1280AE692,32,1,13,0
7BBBF6013542DF6B622D37A5C9E697EA,42,0,25.38,1
7D608D5D4AE38D216F48CF4A16A2F39B,71,1,0,1
D8E9084E5BD18BE8EC1CF861CFACB729,37,1,10,1
5071268AFECCCE6D917AAD2A3136025E,40,0,20.28,1
D63E294A4CB3140794E71685FA6AD4F8,61,1,20,1
4BEC376BCC7FE7B20F75897EE8624C7D,-1,-1,-1,-1
05B9AFDEC5E68FC38E3AE0B4DBBF68B6,48,0,18.1,2
06DC38B2238C940D707950E4393F0BDE,-1,-1,-1,-1
316C7A13D776CCF89AE291F45E26731E,27,1,60,1
3C72D081658575B156B973A2CC25EA04,36,0,62.88,2
AF33B57FF7676009DC541B2956F27431,29,0,10,0
D727572883CE42223D97A8BD27A191B3,32,0,18,1
E01ECB0B04F889C7D05323B18D5E0877,31,0,9,2
FF853D08061308E92A2AAE2E03423444,20,1,27.6,2
58885B070B3F44D1BB2E27FBD7471E9F,38,0,10,1
9A1E06B99309D964818616CEAB19CEEA,47,0,2.1,1
0577B66B2C9BA1FFDDAAEE1443ABDD80,47,0,120,4
71413A6CF18D8AA08B8D67C9F4ED5AD8,35,0,8,1
BD189C124FC2F36665C406C2BB673194,-1,-1,-1,-1
CAA403B71C62DAE5CA18467B85E3A3F7,-1,-1,-1,-1
F10F46CFCA15CD7ADE2EA4E6362D2065,37,0,48.1,2
01568446CAFBD1A2786AB96ABCB62BB1,47,1,102,3
7BC8F1C21DF31299000E6DFE2C3DDAA3,-1,-1,-1,-1
